Issue Key,Issue Type,Status,Priority,Summary,Description,Component/s,Affects Version/s,Fix Version/s,Assignee,Reporter,Created,Updated,Resolved,Resolution,Labels,Story Points,Epic Link,Sprint,Module,Root Cause,Defect Category,Business Impact,Customer Impact
ECOM-1084,Bug,Open,Critical,Category description missing in different languages,Performance degradation noticed when category description missing in different languages. Users are experiencing slow response times.,Data Display,v2.0.9,,,admin.user,2024-12-30,2024-12-30,,,"performance,performance,active""",8,,SPRINT-36,Browse Products by Category,CSS Issue,Enhancement,Critical,High
ECOM-1085,Bug,Resolved,Critical,Product price incorrect for digital products,Users experiencing issues when trying to product price incorrect for digital products. This affects user experience and may impact conversion rates.,Product Details,v2.2.0,v2.1.5,order.team,data.analyst,2024-01-20,2024-07-19,2024-07-19,Duplicate,"""images,inventory""",5,,SPRINT-1,Product Management,Error Handling,Critical,Low,Medium
ECOM-1086,Bug,Closed,Low,Breadcrumb navigation problems on mobile devices,Inconsistent behavior observed when breadcrumb navigation problems on mobile devices. The issue appears to be intermittent and affects certain user segments.,Product Catalog,v2.1.7,v2.1.7,sarah.wilson,jane.smith,2023-01-16,2023-03-10,2023-03-10,Fixed,"""category,performance""",1,,SPRINT-100,Browse Products by Category,Asset Loading,Performance,Critical,High
ECOM-1087,Bug,In Progress,Critical,Category images not loading with sort options,Users experiencing issues when trying to category images not loading with sort options. This affects user experience and may impact conversion rates.,Performance System,v2.1.6,,mobile.tester,qa.tester,2023-11-22,2024-09-07,,,"category,ui,active""",5,,SPRINT-89,Browse Products by Category,Storage Issue,Critical,High,Low
ECOM-1088,Bug,Closed,Medium,Payment form validation problems with discount codes,Critical functionality broken for payment form validation problems with discount codes. This is causing customer complaints and potential revenue loss.,Payment UI,v2.1.1,v2.1.8,qa.tester,qa.tester,2024-02-25,2024-08-31,2024-08-31,Duplicate,"""security,flow""",3,EPIC-004,SPRINT-19,Checkout and Payment,Async Processing,Critical,High,Low
ECOM-1089,Bug,Closed,Medium,Payment confirmation issues with multiple payment options,Critical functionality broken for payment confirmation issues with multiple payment options. This is causing customer complaints and potential revenue loss.,Payment Validation,v2.1.5,v2.1.3,sarah.wilson,mobile.tester,2024-08-08,2024-09-20,2024-09-20,Cannot Reproduce,"""flow,flow""",2,EPIC-010,SPRINT-54,Checkout and Payment,Integration Issue,Data Integrity,Medium,High
ECOM-1090,Bug,In Progress,High,Order status not updating for gift orders,Performance degradation noticed when order status not updating for gift orders. Users are experiencing slow response times.,Order Tracking,v2.1.0,,john.doe,product.manager,2024-08-31,2024-10-29,,,"tracking,processing,active""",5,,SPRINT-12,Order Management,Database Sync,Functional,Critical,Low
ECOM-1091,Bug,Reopened,Medium,Account deletion issues with special characters,Users experiencing issues when trying to account deletion issues with special characters. This affects user experience and may impact conversion rates.,Registration System,v2.1.9,,data.team,compliance.officer,2024-05-17,2024-08-27,,,"""registration,profile""",3,EPIC-001,SPRINT-75,User Account Management,Business Logic,UI/UX,Low,Medium
ECOM-1092,Bug,Resolved,Medium,Search autocomplete failing in different languages,Performance degradation noticed when search autocomplete failing in different languages. Users are experiencing slow response times.,Search Engine,v2.1.0,v2.1.2,ui.designer,compliance.officer,2024-11-18,2024-11-18,2024-11-18,Cannot Reproduce,"""autocomplete,suggestions""",3,,SPRINT-76,Search for Products,Business Logic,Security,High,High
ECOM-1093,Bug,In Progress,Low,Product reviews not showing in different categories,Critical functionality broken for product reviews not showing in different categories. This is causing customer complaints and potential revenue loss.,Product Details,v2.1.8,,security.team,qa.tester,2023-10-10,2023-11-03,,,"inventory,price,active""",1,,SPRINT-62,Product Management,CSS Issue,UI/UX,Critical,High
ECOM-1094,Bug,Reopened,Low,Product variants not selectable with complex pricing,Users experiencing issues when trying to product variants not selectable with complex pricing. This affects user experience and may impact conversion rates.,Product Display,v2.1.2,,mobile.tester,jane.smith,2023-03-10,2024-04-12,,,"""inventory,images""",1,,SPRINT-17,Product Management,Algorithm Issue,Data Integrity,Medium,Medium
ECOM-1095,Bug,Open,Medium,Search sort options not working with typos in query,Critical functionality broken for search sort options not working with typos in query. This is causing customer complaints and potential revenue loss.,Filter System,v2.1.8,,,mobile.tester,2024-06-26,2024-10-14,,,"filters,autocomplete,active""",3,,SPRINT-59,Search for Products,Data Mapping,Security,Critical,High
ECOM-1096,Bug,Reopened,High,Category navigation menu issues on tablet view,Critical functionality broken for category navigation menu issues on tablet view. This is causing customer complaints and potential revenue loss.,Product Catalog,v2.1.9,,qa.tester,admin.user,2023-12-19,2024-05-07,,,"""ui,mobile""",3,,SPRINT-1,Browse Products by Category,Integration Issue,Security,Low,Medium
ECOM-1097,Bug,Closed,Critical,Search suggestions showing wrong results with large datasets,Inconsistent behavior observed when search suggestions showing wrong results with large datasets. The issue appears to be intermittent and affects certain user segments.,Search Engine,v2.1.7,v2.0.9,mobile.tester,qa.tester,2024-02-21,2024-04-29,2024-04-29,Duplicate,"""suggestions,filters""",5,,SPRINT-10,Search for Products,Asset Loading,Security,High,Critical
ECOM-1098,Bug,Resolved,High,Multiple items addition failing for guest users,Critical functionality broken for multiple items addition failing for guest users. This is causing customer complaints and potential revenue loss.,Session Management,v2.1.0,v2.1.0,ui.designer,finance.dept,2024-09-06,2024-10-06,2024-10-06,Fixed,"""validation,calculation""",5,,SPRINT-43,Add Products to Cart,Async Processing,Performance,High,Medium
ECOM-1099,Bug,Resolved,Critical,User login not working for enterprise accounts,System fails to properly handle user login not working for enterprise accounts. Multiple users have reported this issue across different browsers.,Account Settings,v2.1.4,v2.1.4,mobile.tester,qa.tester,2023-05-21,2024-02-02,2024-02-02,Won't Fix,"""registration,user""",8,EPIC-001,SPRINT-63,User Account Management,Storage Issue,Functional,Critical,Critical
ECOM-1100,Bug,Open,Medium,Order modification issues with split shipping,Critical functionality broken for order modification issues with split shipping. This is causing customer complaints and potential revenue loss.,Order Status,v2.2.0,,,product.manager,2024-11-14,2024-12-02,,,"processing,processing,active""",3,,SPRINT-68,Order Management,Business Logic,Critical,High,Low
ECOM-1101,Bug,In Progress,Critical,Category filters not persisting with large product catalogs,Performance degradation noticed when category filters not persisting with large product catalogs. Users are experiencing slow response times.,Category Display,v2.1.0,,mike.johnson,finance.dept,2024-04-05,2024-12-15,,,"mobile,category,active""",8,,SPRINT-1,Browse Products by Category,Error Handling,Security,Low,Medium
ECOM-1102,Bug,Resolved,High,Product images not displaying with custom attributes,Inconsistent behavior observed when product images not displaying with custom attributes. The issue appears to be intermittent and affects certain user segments.,Product Display,v2.2.1,v2.1.6,payment.team,product.manager,2023-04-26,2023-12-15,2023-12-15,Fixed,"""images,product""",5,,SPRINT-65,Product Management,Integration Issue,Security,Critical,Medium
ECOM-1103,Bug,To Do,Low,Category page not loading correctly with large product catalogs,Inconsistent behavior observed when category page not loading correctly with large product catalogs. The issue appears to be intermittent and affects certain user segments.,Navigation System,v2.1.8,,mike.johnson,finance.dept,2024-09-04,2024-11-09,,,"ui,category,active""",1,,SPRINT-99,Browse Products by Category,Configuration Issue,Critical,Medium,Low
ECOM-1104,Bug,Resolved,Low,Cart icon not updating with promotional items,System fails to properly handle cart icon not updating with promotional items. Multiple users have reported this issue across different browsers.,Cart Calculation,v2.1.9,v2.1.0,session.team,jane.smith,2024-01-31,2024-04-30,2024-04-30,Cannot Reproduce,"""validation,mobile""",2,,SPRINT-15,Add Products to Cart,Session Issue,Critical,Low,Low
ECOM-1105,Bug,To Do,Critical,Credit card validation failing with multiple payment options,Inconsistent behavior observed when credit card validation failing with multiple payment options. The issue appears to be intermittent and affects certain user segments.,Email System,v2.1.5,,session.team,customer.support,2023-10-04,2024-11-01,,,"email,flow,active""",8,EPIC-008,SPRINT-95,Checkout and Payment,Input Validation,Functional,Critical,Critical
ECOM-1106,Bug,Resolved,Low,Product recommendations failing with bulk operations,Performance degradation noticed when product recommendations failing with bulk operations. Users are experiencing slow response times.,Product Reviews,v2.2.0,v2.1.6,mobile.tester,product.manager,2023-09-07,2024-09-23,2024-09-23,Fixed,"""price,reviews""",2,,SPRINT-85,Product Management,Event Handling,Functional,Critical,High
ECOM-1107,Bug,To Do,High,Product description formatting issues with complex pricing,Critical functionality broken for product description formatting issues with complex pricing. This is causing customer complaints and potential revenue loss.,Price Display,v2.1.6,,lisa.taylor,ui.designer,2023-07-18,2024-08-29,,,"images,product,active""",3,,SPRINT-18,Product Management,State Management,Security,Critical,High
ECOM-1108,Bug,Resolved,High,Product variants not selectable with multiple images,Critical functionality broken for product variants not selectable with multiple images. This is causing customer complaints and potential revenue loss.,Product Display,v2.1.6,v2.1.6,lisa.taylor,customer.support,2023-06-09,2024-10-27,2024-10-27,Fixed,"""images,reviews""",4,,SPRINT-85,Product Management,Input Validation,Security,Critical,Low
ECOM-1109,Bug,In Progress,Low,Search performance problems in specific browsers,Inconsistent behavior observed when search performance problems in specific browsers. The issue appears to be intermittent and affects certain user segments.,Auto-complete System,v2.1.1,,mike.johnson,product.manager,2024-12-04,2024-12-31,,,"pagination,autocomplete,active""",2,,SPRINT-56,Search for Products,Calculation Error,Critical,Critical,Medium
ECOM-1110,Bug,To Do,Low,Account verification problems with multiple profiles,Users experiencing issues when trying to account verification problems with multiple profiles. This affects user experience and may impact conversion rates.,Registration System,v2.0.9,,sarah.wilson,business.analyst,2024-01-12,2024-09-21,,,"registration,password,active""",1,EPIC-002,SPRINT-59,User Account Management,Calculation Error,Security,Medium,Low
ECOM-1111,Bug,Resolved,Medium,User session timeout with email verification,System fails to properly handle user session timeout with email verification. Multiple users have reported this issue across different browsers.,Password System,v2.0.8,v2.0.8,ui.designer,jane.smith,2024-03-07,2024-07-27,2024-07-27,Duplicate,"""password,authentication""",2,EPIC-004,SPRINT-24,User Account Management,Logic Error,Performance,High,Low
ECOM-1112,Bug,Reopened,High,Breadcrumb navigation problems on tablet view,Critical functionality broken for breadcrumb navigation problems on tablet view. This is causing customer complaints and potential revenue loss.,Mobile Navigation,v2.1.8,,frontend.dev,data.analyst,2023-03-26,2023-05-27,,,"""performance,mobile""",5,,SPRINT-85,Browse Products by Category,Error Handling,Functional,Low,Low
ECOM-1113,Bug,To Do,Critical,Credit card validation failing with saved payment methods,Users experiencing issues when trying to credit card validation failing with saved payment methods. This affects user experience and may impact conversion rates.,Error Handling,v2.0.9,,mobile.tester,finance.dept,2023-04-29,2024-11-21,,,"payment,payment,active""",5,EPIC-005,SPRINT-49,Checkout and Payment,Configuration Issue,Functional,Low,High
ECOM-1114,Bug,To Do,Medium,Cart validation issues from search results,Inconsistent behavior observed when cart validation issues from search results. The issue appears to be intermittent and affects certain user segments.,Cart Calculation,v2.1.3,,session.team,finance.dept,2023-12-15,2024-03-16,,,"calculation,session,active""",2,,SPRINT-80,Add Products to Cart,Validation Logic,Critical,Critical,Critical
ECOM-1115,Bug,Closed,Medium,Wishlist items not saving with large quantities,System fails to properly handle wishlist items not saving with large quantities. Multiple users have reported this issue across different browsers.,Wishlist Persistence,v2.1.1,v2.1.8,performance.team,customer.support,2024-09-02,2024-09-15,2024-09-15,Fixed,"""persistence,favorites""",2,,SPRINT-89,Wishlist and Favorites,Data Mapping,Security,Critical,High
ECOM-1116,Bug,Closed,Medium,Category navigation menu issues in different languages,Users experiencing issues when trying to category navigation menu issues in different languages. This affects user experience and may impact conversion rates.,Category Display,v2.2.2,v2.1.4,ui.designer,business.analyst,2023-06-04,2024-07-15,2024-07-15,Fixed,"""performance,navigation""",2,,SPRINT-87,Browse Products by Category,State Management,Functional,High,Medium
